Modul
2200-B5-5F17;VideregÃ¥ende statistik
2200-B5-5F17;The Economic History of Europe
2200-F18;Specialeskrivining/thesis writing
2200-E17;Seminar:Bayesian econometrics
2200-E17;Seminar: Study a Classical Writer
2200-E17;Seminar: Corporate Management in Real Life Based on Economic Model
"2200-E17;Seminar: Measuring health Effects, Modelling Health Economic Analysis"
2200-E17;Ã˜velse: Marketing
2200-E17;Seminar: Treasury Bill Auctions: Theory and Empirics
2200-E17;Seminar: Cost-Benefit analyser i praksis
2200-E17;Seminar: Regulation of Firms and Markets
2200-F18;Bachelor projekt
2200-F18;Ã˜konomiske prognoser i praksis
2200-F18;Offentlig Forvaltning - Jura og Politik
2200-F18;StikprÃ¸veteori
2200-F18;Seminar: Anv. Corp Finance DK
2200-F18;Seminar: Applied Corporate Finance
2200-F18;Seminar: Behavioral Economics in ActionÂ 
2200-F18;Seminar: Behavioral Labour Economics: Employment and Public Policy
2200-F18;Seminar: Experiments in Economics
2200-F18;Seminar: Dansk og international velfÃ¦rd i begyndelsen af det 21. Ã¥rhundrede
2200-B5-5F17;Organization Theory
2200-B5-5F17;Dynamic Political Economy
2200-B5-5F17;Bayesian Econometrics
2200-E17;Praktisk tidsrÃ¦kkeanalyse
2200-E17;Political Economics (class)
2200-E17;LineÃ¦re modeller
2200-E17;Incentives and Organizations (GB)
"2200-E17;Financial Frictions, Liquidity and the Business Cycle"
2200-E17;Dynamiske modeller (undervisning)
2200-E17;Datamatik 1
2200-E17;Advanced Macroeconomics
2200-E17;Advanced Industrial Organization (class)
2200-E17;MikroÃ¸konomi II
2200-E17;Ã˜konomiske Principper B (undervisning)
2200-E17;Samfundsbeskrivelse B (undervisning)
2200-E17;Matematik B (undervisning)
2200-E17;ErhvervsÃ¸konomi (undervisning)
2200-E17;Bachelor projekt
2200-B5-5F18;Seminar: Experiments in Economics
2200-B5-5F18;Seminar: Applied Corporate Finance
2200-B5-5F18;Seminar: Strategisk VÃ¦rdiansÃ¦ttelse af en virksomhed
"2200-B5-5F18;Financial Frictions, Liquidity and the Business Cycle"
2200-B5-5F18;Social Data Science
2200-B5-5F18;Dynamiske modeller (undervisning)
2200-B5-5F18;LineÃ¦re modeller
2200-B5-5F18;The Economic History of Europe
2200-B5-5F18;Behavioral Experimental Economics
2200-B5-5F18;Organization Theory
2200-B5-5F18;Bayesian Econometrics
2200-F18;Seminar: Financing of the health care sector
2200-F18;Seminar: Telecommunications Economics
2200-F18;Seminar: Environmental Economics
"2200-F18;Seminar: Measuring health Effects, Modelling Health Economic Analysis"
2200-B5-5F17;Entrepreneurship
2200-B5-5F18;Tax Policy
