Modul
2300-F18;Udbud: Komparativ politik 1.
2300-F18;Udbud: Komparativ politik 1.
2300-E17;Kan vÃ¦lgerne holde politikerne ansvarlige?
"2300-E17;The rise of populism: actors, causes and implications."
2300-E17;Demokrati og klimapolitik.
2300-E17;Demokrati og klimapolitik.
2300-B5-5F17;EU`s politiske Ã¸konomi
2300-E17;Specialisering i Organisation og Ledelse
2300-E17;Specialisering i Politisk adfÃ¦rd og videregÃ¥ende kvantitativ metode
2300-E17;Specialization in International Political Economy
"2300-E17;Specialization in International Relations, Diplomacy and Conflict Studies"
2300-E17;Videnskabsteori og metodologi
2300-E17;Religion and Development
2300-E17;Africa and Globalisation: Linking and Delinking Practices in Perspective
2300-F18;Contemporary Political Theory
2300-F18;Radicalism: From suffrage to terrorism.
2300-F18;Power tools: Public policy design and instrumentation in the information age.
2300-F18;Power tools: Public policy design and instrumentation in the information age.
2300-F18;Politics of Political Islam
2300-F18;Politics of Political Islam
2300-F18;IR 2.0: Understanding International Politics in the Age of Social Media.
2300-F18;IR 2.0: Understanding International Politics in the Age of Social Media.
2300-F18;Udbud: International politik 2
2300-F18;Udbud: International politik 2
2300-F18;Udbud: Politisk teori 2.
2300-F18;Udbud: Politisk teori 2.
2300-E17;I Slotsholmens maskinrum: Ã˜konomiske perspektiver pÃ¥ policy-design i den danske velfÃ¦rdsstat.
2300-F18;Finanspolitikkens politik
"2300-F18;Ethnic Conflict, Peace Building and Democratization"
2300-F18;Rethinking Imperialism
2300-F18;Finanspolitikkens politik
"2300-F18;Ethnic Conflict, Peace Building and Democratization"
"2300-E17;Nudge, Nudge. Information-based governance and policy design."
2300-E17;Sociological Approaches in International Relations.
2300-E17;Sociological Approaches in International Relations.
2300-E17;The Politics of citizenship in a Transnational Age.
2300-E17;The Politics of citizenship in a Transnational Age.
2300-B5-5F17;Economic Crisis: A Brief history of time
2300-B5-5F17;Economic Crisis: A Brief history of time
2300-E17;Politisk teori og idÃ©historie
2300-E17;Politologisk grundkursus
2300-B5-5F18;Nation-Building and State Formation in the Artic and Greenland
2300-B5-5F18;Nation-Building and State Formation in the Artic and Greenland
"2300-B5-5F18;EuropÃ¦isk politisk Ã¸konomi - pÃ¥ baggrund af tysk lederskab, Macron og Brexit"
2300-B5-5F18;Dansk forsvarspolitik og strategiske studier
2300-F18;Specialization in International Political Economy
2300-F18;Critical Development Planning and Policy Analysis: Focus on Africa
2300-F18;Human Rights and NGOs in Africa
2300-F18;Strategisk styring i den offentlige sektor
